no,elapsed_ms,waktu,sample_id,batch_id,label,mq135_ratio,mq3_ratio,mq4_ratio,tgs_ratio,suhu,lembap
1600,124926,13.03.30,5,TELOR-1,LAYAK,1.114,0.9645,0.9299,1.0831,31.3,84.4
1601,125335,13.03.31,5,TELOR-1,LAYAK,1.0251,0.8815,0.8509,0.9802,31.3,84.4
1602,125954,13.03.31,5,TELOR-1,LAYAK,1.0219,0.8872,0.8515,0.9817,31.3,84.4
1603,126359,13.03.32,5,TELOR-1,LAYAK,1.0276,0.8815,0.8504,0.9706,31.3,84.9
1604,126974,13.03.32,5,TELOR-1,LAYAK,1.0243,0.8777,0.8454,0.9691,31.3,84.9
1605,127384,13.03.33,5,TELOR-1,LAYAK,1.0268,0.8834,0.8509,0.978,31.3,84.9
1606,127997,13.03.33,5,TELOR-1,LAYAK,1.0187,0.8815,0.8481,0.9929,31.3,84.9
1607,128418,13.03.34,5,TELOR-1,LAYAK,1.1195,0.958,0.9154,1.0737,31.3,84.9
1608,129022,13.03.34,5,TELOR-1,LAYAK,1.0163,0.8827,0.8504,0.9824,31.3,85.5
1609,129431,13.03.35,5,TELOR-1,LAYAK,1.1223,0.9702,0.9299,1.0822,31.3,85.5
1610,129848,13.03.35,5,TELOR-1,LAYAK,1.0115,0.8949,0.8565,0.9982,31.3,85.5
1611,130455,13.03.36,5,TELOR-1,LAYAK,1.0146,0.8879,0.8537,0.978,31.3,85.5
1612,130865,13.03.36,5,TELOR-1,LAYAK,1.0035,0.8924,0.8576,0.9998,31.3,85.5
1613,131480,13.03.37,5,TELOR-1,LAYAK,1.0219,0.8859,0.8537,0.9743,31.3,85.8
1614,131889,13.03.37,5,TELOR-1,LAYAK,1.0187,0.877,0.8492,0.9854,31.3,85.8
1615,132504,13.03.38,5,TELOR-1,LAYAK,1.0219,0.8911,0.8492,0.9922,31.3,85.8
1616,132913,13.03.38,5,TELOR-1,LAYAK,1.0995,0.976,0.9299,1.0848,31.3,85.8
1617,133527,13.03.39,5,TELOR-1,LAYAK,1.0219,0.8726,0.8383,0.9794,31.3,85.8
1618,133938,13.03.39,5,TELOR-1,LAYAK,1.1232,0.9652,0.9268,1.0805,31.3,85.8
1619,134552,13.03.40,5,TELOR-1,LAYAK,1.1363,1.0642,0.9287,1.096,31.3,85.8
1620,134961,13.03.40,5,TELOR-1,LAYAK,1.1363,1.0642,0.9287,1.096,31.3,85.8
1621,135371,13.03.41,5,TELOR-1,LAYAK,1.0163,0.8879,0.852,0.9967,31.3,85.8
1622,135987,13.03.41,5,TELOR-1,LAYAK,1.0227,0.8853,0.8481,0.9802,31.3,85.8
1623,136600,13.03.42,5,TELOR-1,LAYAK,1.0251,0.8859,0.8548,0.978,31.3,86
1624,137214,13.03.43,5,TELOR-1,LAYAK,1.0138,0.8917,0.8576,0.9998,31.3,86
1625,137624,13.03.43,5,TELOR-1,LAYAK,1.0227,0.8834,0.8526,0.9832,31.3,86
1626,138238,13.03.44,5,TELOR-1,LAYAK,1.0187,0.8917,0.8592,0.9899,31.3,86
1627,138648,13.03.44,5,TELOR-1,LAYAK,1.0043,0.8962,0.8598,0.9952,31.3,85.9
1628,139262,13.03.45,5,TELOR-1,LAYAK,1.1168,0.9775,0.936,1.1012,31.3,85.9
1629,139672,13.03.45,5,TELOR-1,LAYAK,1.0146,0.8789,0.8421,0.9713,31.3,85.9
1630,140082,13.03.45,5,TELOR-1,LAYAK,1.0219,0.8745,0.8432,0.9854,31.3,85.9
1631,140492,13.03.46,5,TELOR-1,LAYAK,1.0219,0.8745,0.8432,0.9854,31.3,85.9
1632,140902,13.03.46,5,TELOR-1,LAYAK,1.1242,0.9695,0.9287,1.0796,31.3,85.9
1633,141516,13.03.47,5,TELOR-1,LAYAK,1.0059,0.8943,0.8587,0.9998,31.3,85.6
1634,141925,13.03.47,5,TELOR-1,LAYAK,1.1223,0.9559,0.9244,1.0848,31.3,85.6
1635,142539,13.03.48,5,TELOR-1,LAYAK,1.0131,0.8885,0.8553,0.9869,31.3,85.6
1636,142949,13.03.48,5,TELOR-1,LAYAK,1.1205,0.9616,0.9311,1.0882,31.3,85.6
1637,143565,13.03.49,5,TELOR-1,LAYAK,1.0284,0.893,0.8587,0.9922,31.3,85.2
1638,400,13.10.48,6,MIE-1,LAYAK,1.1921,1.216,1.0862,1.3797,31.1,85.4
1639,1015,13.10.48,6,MIE-1,LAYAK,1.0155,1.0336,0.944,1.0415,31.1,85.4
1640,1424,13.10.49,6,MIE-1,LAYAK,1.1516,1.1772,1.0567,1.2121,31.1,85.4
1641,2039,13.10.49,6,MIE-1,LAYAK,1.0155,1.0408,0.9459,1.0537,31.1,85.6
1642,2653,13.10.50,6,MIE-1,LAYAK,1.0138,1.0297,0.9434,1.0471,31.1,85.6
1643,3063,13.10.50,6,MIE-1,LAYAK,1.1574,1.1791,1.0517,1.2141,31.1,85.6
1644,3678,13.10.51,6,MIE-1,LAYAK,1.0083,1.0408,0.9453,1.0529,31.1,85.6
1645,4087,13.10.51,6,MIE-1,LAYAK,1.0146,1.0328,0.9428,1.0537,31.1,85.4
1646,4702,13.10.52,6,MIE-1,LAYAK,1.0171,1.0305,0.9403,1.0529,31.1,85.4
1647,5112,13.10.52,6,MIE-1,LAYAK,1.0163,1.0392,0.944,1.0512,31.1,85.4
1648,5725,13.10.53,6,MIE-1,LAYAK,1.0243,1.036,0.944,1.0423,31.1,85.4
1649,6135,13.10.53,6,MIE-1,LAYAK,1.0163,1.0336,0.9378,1.0439,31.1,85.4
1650,6750,13.10.54,6,MIE-1,LAYAK,1.0155,1.032,0.9397,1.0358,31.1,85.4
1651,7365,13.10.55,6,MIE-1,LAYAK,1.0083,1.04,0.9342,1.0439,31.1,85.4
1652,7372,13.10.55,6,MIE-1,LAYAK,1.0083,1.04,0.9342,1.0439,31.1,85.4
1653,7978,13.10.55,6,MIE-1,LAYAK,1.0146,1.0336,0.9385,1.0406,31.1,85.4
1654,8388,13.10.56,6,MIE-1,LAYAK,1.0138,1.0242,0.9342,1.0529,31.1,85.4
1655,9007,13.10.56,6,MIE-1,LAYAK,1.0099,1.0352,0.944,1.0537,31.1,85.4
1656,9413,13.10.57,6,MIE-1,LAYAK,1.1545,1.18,1.0617,1.2071,31,86
1657,10026,13.10.57,6,MIE-1,LAYAK,1.0219,1.036,0.944,1.0471,31,86
1658,10436,13.10.58,6,MIE-1,LAYAK,1.1671,1.1753,1.0574,1.1951,31,86
1659,11051,13.10.58,6,MIE-1,LAYAK,1.0219,1.0273,0.936,1.0342,31,86
1660,11475,13.10.59,6,MIE-1,LAYAK,1.1691,1.1715,1.0574,1.1893,31,86
1661,12075,13.10.59,6,MIE-1,LAYAK,1.0179,1.0352,0.944,1.0398,31.1,86.6
1662,12689,13.11.00,6,MIE-1,LAYAK,1.0195,1.0289,0.9372,1.0374,31.1,86.6
1663,13099,13.11.00,6,MIE-1,LAYAK,1.0179,1.0328,0.9446,1.0488,31.1,86.6
1664,13718,13.11.01,6,MIE-1,LAYAK,1.0067,1.04,0.944,1.0537,31.1,86.6
1665,14122,13.11.02,6,MIE-1,LAYAK,1.0035,1.0384,0.9434,1.057,31,86.8
1666,14737,13.11.02,6,MIE-1,LAYAK,1.0187,1.0336,0.9422,1.0455,31,86.8
1667,15148,13.11.02,6,MIE-1,LAYAK,1.0138,1.0408,0.944,1.0529,31,86.8
1668,15563,13.11.03,6,MIE-1,LAYAK,1.1516,1.1954,1.0825,1.263,31,86.8
1669,15974,13.11.03,6,MIE-1,LAYAK,1.1516,1.1954,1.0825,1.263,31,86.8
1670,16375,13.11.04,6,MIE-1,LAYAK,1.0051,1.0408,0.944,1.0578,31,86.8
1671,16990,13.11.04,6,MIE-1,LAYAK,1.0107,1.0196,0.936,1.052,31,86.7
1672,17605,13.11.05,6,MIE-1,LAYAK,1.0115,1.0297,0.9422,1.035,31,86.7
1673,18014,13.11.05,6,MIE-1,LAYAK,1.0115,1.0297,0.9422,1.035,31,86.7
1674,18424,13.11.06,6,MIE-1,LAYAK,1.1564,1.1734,1.0574,1.2061,31,86.7
1675,19050,13.11.06,6,MIE-1,LAYAK,1.0251,1.0384,0.944,1.0398,31,86.7
1676,19664,13.11.07,6,MIE-1,LAYAK,1.0115,1.025,0.9323,1.048,31,86.7
1677,20064,13.11.07,6,MIE-1,LAYAK,1.3037,1.22,1.0884,1.2294,31,86.7
1678,20677,13.11.08,6,MIE-1,LAYAK,1.0195,1.0352,0.9422,1.0406,31,86.7
1679,21086,13.11.08,6,MIE-1,LAYAK,1.0243,1.0313,0.9434,1.0406,31,86.7
1680,21497,13.11.09,6,MIE-1,LAYAK,1.0243,1.0313,0.9434,1.0406,31,86.7
1681,21906,13.11.09,6,MIE-1,LAYAK,1.189,1.2071,1.0789,1.3995,31,86.9
1682,22520,13.11.10,6,MIE-1,LAYAK,1.0187,1.036,0.9329,1.0439,31,86.9
1683,22934,13.11.10,6,MIE-1,LAYAK,1.1711,1.1791,1.0631,1.1961,31,86.9
1684,23544,13.11.11,6,MIE-1,LAYAK,1.0219,1.0289,0.9397,1.0447,31,86.9
1685,23961,13.11.11,6,MIE-1,LAYAK,1.1701,1.164,1.0539,1.2243,31,86.9
1686,24568,13.11.12,6,MIE-1,LAYAK,1.0243,1.0577,0.9635,1.0908,31,87.1
1687,24978,13.11.12,6,MIE-1,LAYAK,1.0243,1.0577,0.9635,1.0908,31,87.1
1688,25389,13.11.13,6,MIE-1,LAYAK,1.0131,1.0368,0.9385,1.0374,31,87.1
1689,26001,13.11.13,6,MIE-1,LAYAK,1.0083,1.0368,0.9428,1.048,31,87.1
1690,26411,13.11.14,6,MIE-1,LAYAK,1.1497,1.18,1.0609,1.2202,31,87.1
1691,27026,13.11.14,6,MIE-1,LAYAK,1.0155,1.0344,0.9378,1.048,31.1,87.2
1692,27645,13.11.15,6,MIE-1,LAYAK,1.0138,1.0352,0.944,1.0415,31.1,87.2
1693,28050,13.11.15,6,MIE-1,LAYAK,1.0138,1.0352,0.944,1.0415,31.1,87.2
1694,28459,13.11.16,6,MIE-1,LAYAK,1.1632,1.1762,1.0602,1.2091,31.1,87.2
1695,28869,13.11.16,6,MIE-1,LAYAK,1.0195,1.0368,0.944,1.0431,31.1,87.2
1696,29483,13.11.17,6,MIE-1,LAYAK,1.0155,1.0408,0.944,1.052,31,87.1
1697,29893,13.11.17,6,MIE-1,LAYAK,1.0099,1.0408,0.944,1.0529,31,87.1
1698,30508,13.11.18,6,MIE-1,LAYAK,1.0195,1.0196,0.9354,1.0529,31,87.1
1699,30917,13.11.18,6,MIE-1,LAYAK,1.1516,1.1791,1.0609,1.2131,31,87.1
1700,31535,13.11.19,6,MIE-1,LAYAK,1.0123,1.0352,0.9422,1.0553,31,86.7
1701,32146,13.11.19,6,MIE-1,LAYAK,1.0146,1.0281,0.9274,1.0447,31,86.7
1702,32760,13.11.20,6,MIE-1,LAYAK,1.0107,1.04,0.944,1.0529,31,86.7
1703,33170,13.11.20,6,MIE-1,LAYAK,1.0179,1.0352,0.9422,1.0406,31,86.7
1704,33580,13.11.21,6,MIE-1,LAYAK,1.0227,1.0196,0.9256,1.0358,31,86.7
1705,34197,13.11.22,6,MIE-1,LAYAK,1.002,1.04,0.9434,1.0545,31,85.6
1706,34808,13.11.22,6,MIE-1,LAYAK,1.0083,1.0289,0.9422,1.0488,31,85.6
1707,35220,13.11.22,6,MIE-1,LAYAK,1.0163,1.0196,0.9268,1.0488,31,85.6
1708,35628,13.11.23,6,MIE-1,LAYAK,1.0227,1.0328,0.9372,1.0358,31,85.6
1709,36244,13.11.23,6,MIE-1,LAYAK,1.0195,1.036,0.9434,1.0406,31,85.6
1710,36656,13.11.24,6,MIE-1,LAYAK,1.0059,1.0352,0.9403,1.0537,31,84.9
1711,37271,13.11.25,6,MIE-1,LAYAK,1.0163,1.0227,0.9268,1.0342,31,84.9
1712,37676,13.11.25,6,MIE-1,LAYAK,1.0146,1.0384,0.9434,1.0423,31,84.9
1713,38290,13.11.26,6,MIE-1,LAYAK,1.0138,1.0336,0.944,1.048,31,84.9
1714,38700,13.11.26,6,MIE-1,LAYAK,1.0179,1.0328,0.9416,1.0439,31,84.9
1715,39315,13.11.27,6,MIE-1,LAYAK,1.0131,1.0281,0.9378,1.0294,31,84.6
1716,39330,13.11.27,6,MIE-1,LAYAK,1.0131,1.0281,0.9378,1.0294,31,84.6
1717,39931,13.11.27,6,MIE-1,LAYAK,1.002,1.0384,0.9434,1.0504,31,84.6
1718,40338,13.11.28,6,MIE-1,LAYAK,1.0138,1.0289,0.9354,1.0455,31,84.6
1719,40955,13.11.28,6,MIE-1,LAYAK,1.0138,1.0281,0.9372,1.052,31,84.6
1720,41362,13.11.29,6,MIE-1,LAYAK,1.0083,1.0305,0.9378,1.039,31,84.6
1721,41977,13.11.29,6,MIE-1,LAYAK,1.1613,1.1734,1.0532,1.2051,31,84.5
1722,42386,13.11.30,6,MIE-1,LAYAK,1.0091,1.036,0.9422,1.048,31,84.5
1723,43002,13.11.30,6,MIE-1,LAYAK,1.0211,1.0157,0.9244,1.0358,31,84.5
1724,43615,13.11.31,6,MIE-1,LAYAK,1.0027,1.0157,0.9244,1.0439,31,84.5
1725,44025,13.11.31,6,MIE-1,LAYAK,1.0027,1.0157,0.9244,1.0439,31,84.5
1726,44435,13.11.32,6,MIE-1,LAYAK,1.1478,1.1753,1.0574,1.2081,31,84.8
1727,44865,13.11.32,6,MIE-1,LAYAK,1.0211,1.0196,0.9335,1.0504,31,84.8
1728,45459,13.11.33,6,MIE-1,LAYAK,1.0083,1.032,0.936,1.0496,31,84.8
1729,46078,13.11.33,6,MIE-1,LAYAK,1.0163,1.0352,0.9434,1.0423,31,84.8
1730,46483,13.11.34,6,MIE-1,LAYAK,1.0163,1.0352,0.9434,1.0423,31,84.8
1731,46892,13.11.34,6,MIE-1,LAYAK,1.1555,1.1678,1.0595,1.2071,31,85.3
1732,47515,13.11.35,6,MIE-1,LAYAK,1.0027,1.0227,0.9372,1.0406,31,85.3
1733,47922,13.11.35,6,MIE-1,LAYAK,1.1564,1.1678,1.0532,1.2021,31,85.3
1734,48531,13.11.36,6,MIE-1,LAYAK,1.0027,1.0203,0.9317,1.0382,31,85.3
1735,48941,13.11.36,6,MIE-1,LAYAK,1.142,1.1734,1.0595,1.2081,31,85.3
1736,49556,13.11.37,6,MIE-1,LAYAK,1.0131,1.0258,0.936,1.0382,31,85.5
1737,50169,13.11.37,6,MIE-1,LAYAK,1.002,1.0305,0.9348,1.052,31,85.5
1738,50579,13.11.38,6,MIE-1,LAYAK,1.0138,1.032,0.9397,1.0415,31,85.5
1739,50988,13.11.38,6,MIE-1,LAYAK,1.0138,1.032,0.9397,1.0415,31,85.5
1740,51398,13.11.39,6,MIE-1,LAYAK,1.0146,1.0305,0.9409,1.0406,31,85.5
1741,52013,13.11.39,6,MIE-1,LAYAK,1.0115,1.0297,0.9366,1.0423,31,85.5
1742,52422,13.11.40,6,MIE-1,LAYAK,1.1691,1.165,1.0489,1.1834,31,85.5
1743,53038,13.11.40,6,MIE-1,LAYAK,1.0091,1.036,0.9422,1.0496,31,85.5
1744,53446,13.11.41,6,MIE-1,LAYAK,1.1555,1.1659,1.0532,1.2041,31,85.5
1745,54062,13.11.41,6,MIE-1,LAYAK,1.0099,1.0266,0.9378,1.0488,31,85.4
1746,54470,13.11.42,6,MIE-1,LAYAK,1.184,1.2003,1.0847,1.2284,31,85.4
1747,54880,13.11.42,6,MIE-1,LAYAK,1.0138,1.0227,0.9244,1.0423,31,85.4
1748,55494,13.11.43,6,MIE-1,LAYAK,1.0012,1.0258,0.9397,1.0406,31,85.4
1749,55904,13.11.43,6,MIE-1,LAYAK,1.0138,1.0289,0.9348,1.039,31,85.4
1750,56518,13.11.44,6,MIE-1,LAYAK,1.0012,1.032,0.9385,1.052,31,85.4
1751,56928,13.11.44,6,MIE-1,LAYAK,1.1545,1.1791,1.0602,1.2021,31,85.2
1752,57542,13.11.45,6,MIE-1,LAYAK,1.0123,1.0281,0.9378,1.0423,31,85.2
1753,57952,13.11.45,6,MIE-1,LAYAK,1.1652,1.1668,1.051,1.1873,31,85.2
1754,58566,13.11.46,6,MIE-1,LAYAK,1.0123,1.0289,0.9409,1.0431,31,85.2
1755,58976,13.11.46,6,MIE-1,LAYAK,1.1584,1.2111,1.0767,1.2284,31,85.2
1756,59590,13.11.47,6,MIE-1,LAYAK,1.0155,1.0297,0.9397,1.0326,31,85.4
1757,59999,13.11.47,6,MIE-1,LAYAK,1.0155,1.0297,0.9397,1.0326,31,85.4
1758,60410,13.11.48,6,MIE-1,LAYAK,1.0012,1.032,0.9397,1.0504,31,85.4
1759,61024,13.11.48,6,MIE-1,LAYAK,1.0099,1.0211,0.936,1.0382,31,85.4
1760,61434,13.11.49,6,MIE-1,LAYAK,1.1449,1.1659,1.0461,1.1971,31,85.4
1761,62048,13.11.49,6,MIE-1,LAYAK,1.0138,1.0273,0.9342,1.0471,31,86.1
1762,62663,13.11.50,6,MIE-1,LAYAK,1.0179,1.0328,0.9397,1.0398,31,86.1
1763,63072,13.11.50,6,MIE-1,LAYAK,1.0179,1.0328,0.9397,1.0398,31,86.1
1764,63482,13.11.51,6,MIE-1,LAYAK,1.1701,1.2081,1.0869,1.1971,31,86.1
1765,63891,13.11.51,6,MIE-1,LAYAK,1.0138,1.0157,0.9214,1.0382,31,86.1
1766,64506,13.11.52,6,MIE-1,LAYAK,1.0083,1.036,0.925,1.0366,31,86.4
1767,64915,13.11.52,6,MIE-1,LAYAK,1.0131,1.0463,0.9354,1.0455,31,86.4
1768,65530,13.11.53,6,MIE-1,LAYAK,0.9996,1.0242,0.9409,1.0545,31,86.4
1769,66144,13.11.53,6,MIE-1,LAYAK,0.9957,1.0157,0.9342,1.0529,31,86.4
1770,66554,13.11.54,6,MIE-1,LAYAK,0.9957,1.0157,0.9342,1.0529,31,86.5
1771,66964,13.11.54,6,MIE-1,LAYAK,1.1382,1.165,1.0447,1.2001,31,86.5
1772,67374,13.11.55,6,MIE-1,LAYAK,1.0059,1.0188,0.9329,1.0512,31,86.5
1773,67987,13.11.55,6,MIE-1,LAYAK,0.9957,1.0242,0.9434,1.0529,31,86.5
1774,68397,13.11.56,6,MIE-1,LAYAK,1.0146,1.0073,0.9244,1.0406,31,86.5
1775,69012,13.11.56,6,MIE-1,LAYAK,1.002,1.0219,0.9403,1.0529,31,86.5
1776,69421,13.11.57,6,MIE-1,LAYAK,1.1545,1.1603,1.0645,1.2041,31,86.5
1777,70036,13.11.57,6,MIE-1,LAYAK,1.0115,1.0273,0.9446,1.0488,31,86.5
1778,70445,13.11.58,6,MIE-1,LAYAK,1.1555,1.1584,1.0588,1.2111,31,86.5
1779,71060,13.11.58,6,MIE-1,LAYAK,1.0004,1.0242,0.944,1.0439,31,86.5
1780,71674,13.11.59,6,MIE-1,LAYAK,1.0138,1.0242,0.9453,1.0537,31,85.8
1781,72084,13.11.59,6,MIE-1,LAYAK,1.1593,1.1659,1.0695,1.2021,31,85.8
1782,72494,13.12.00,6,MIE-1,LAYAK,1.1593,1.1659,1.0695,1.2021,31,85.8
1783,72903,13.12.00,6,MIE-1,LAYAK,1.0138,1.0111,0.9274,1.0447,31,85.8
1784,73518,13.12.01,6,MIE-1,LAYAK,1.0123,1.0203,0.9378,1.0358,31,85.8
1785,73927,13.12.01,6,MIE-1,LAYAK,1.1671,1.1603,1.0609,1.1942,31,85.8
1786,74541,13.12.02,6,MIE-1,LAYAK,1.0115,1.0134,0.9348,1.0415,31,85.6
1787,74951,13.12.02,6,MIE-1,LAYAK,1.1506,1.1603,1.0574,1.2141,31,85.6
1788,75361,13.12.03,6,MIE-1,LAYAK,1.0123,1.0157,0.9366,1.0529,31,85.6
1789,75975,13.12.03,6,MIE-1,LAYAK,1.0035,1.0258,0.9446,1.052,31,85.6
1790,76385,13.12.04,6,MIE-1,LAYAK,1.0091,1.0211,0.9372,1.0553,31,85.6
1791,77000,13.12.04,6,MIE-1,LAYAK,1.0115,1.0149,0.9385,1.0553,31,85.7
1792,77409,13.12.05,6,MIE-1,LAYAK,0.9957,1.0227,0.9422,1.0529,31,85.7
1793,78023,13.12.05,6,MIE-1,LAYAK,1.0138,1.0196,0.9434,1.031,31,85.7
1794,78433,13.12.06,6,MIE-1,LAYAK,1.1363,1.164,1.0617,1.2031,31,85.7
1795,79047,13.12.06,6,MIE-1,LAYAK,1.0083,1.0188,0.9391,1.0529,31,85.9
1796,79457,13.12.07,6,MIE-1,LAYAK,1.1574,1.1566,1.0609,1.2031,31,85.9
1797,79867,13.12.07,6,MIE-1,LAYAK,1.0138,1.0196,0.9422,1.0447,31,85.9
1798,80481,13.12.08,6,MIE-1,LAYAK,1.0131,1.0165,0.9342,1.0455,31,85.9
1799,80891,13.12.08,6,MIE-1,LAYAK,1.0138,1.0134,0.9311,1.0318,31,85.9
1800,81505,13.12.09,6,MIE-1,LAYAK,0.9957,1.0211,0.944,1.0537,31,85.9
1801,81915,13.12.09,6,MIE-1,LAYAK,0.9973,1.0196,0.9397,1.0537,31,86
1802,82529,13.12.10,6,MIE-1,LAYAK,1.0131,1.0188,0.9434,1.0512,31,86
1803,82939,13.12.10,6,MIE-1,LAYAK,1.1545,1.1492,1.0489,1.1961,31,86
1804,83555,13.12.11,6,MIE-1,LAYAK,1.0059,1.018,0.9453,1.0512,31,86
1805,83963,13.12.11,6,MIE-1,LAYAK,1.1487,1.165,1.0624,1.2031,31,86
1806,84577,13.12.12,6,MIE-1,LAYAK,1.0083,1.0157,0.9446,1.0529,31,86.3
1807,84987,13.12.12,6,MIE-1,LAYAK,1.177,1.2111,1.0825,1.2429,31,86.3
1808,85396,13.12.13,6,MIE-1,LAYAK,1.0004,1.0234,0.944,1.0382,31,86.3
1809,86011,13.12.13,6,MIE-1,LAYAK,1.0059,1.0196,0.9422,1.0415,31,86.3
1810,86421,13.12.14,6,MIE-1,LAYAK,1.0012,1.0172,0.944,1.0488,31,86.3
1811,87037,13.12.14,6,MIE-1,LAYAK,1.0131,1.0103,0.9311,1.0504,31,86.3
1812,87446,13.12.15,6,MIE-1,LAYAK,1.1516,1.1594,1.0609,1.2081,31,86.3
1813,88059,13.12.15,6,MIE-1,LAYAK,1.0027,1.0258,0.9446,1.0496,31,86.3
1814,88469,13.12.16,6,MIE-1,LAYAK,1.1574,1.1501,1.0567,1.2081,31,86.3
1815,89083,13.12.16,6,MIE-1,LAYAK,1.0123,1.0203,0.9385,1.0439,31,86.3
1816,89492,13.12.17,6,MIE-1,LAYAK,1.3177,1.368,1.2055,1.4549,31,86.3
1817,90107,13.12.17,6,MIE-1,LAYAK,1.0138,1.0242,0.9453,1.0471,31,86.3
1818,90517,13.12.18,6,MIE-1,LAYAK,1.0138,1.0242,0.9453,1.0471,31,86.3
1819,90929,13.12.18,6,MIE-1,LAYAK,1.0163,1.0165,0.944,1.031,31,86.3
1820,91544,13.12.19,6,MIE-1,LAYAK,1.002,1.0119,0.944,1.0439,31,86
1821,92155,13.12.19,6,MIE-1,LAYAK,1.0115,1.0088,0.9317,1.0374,31,86
1822,92565,13.12.20,6,MIE-1,LAYAK,1.0115,1.0088,0.9317,1.0374,31,86
1823,92975,13.12.20,6,MIE-1,LAYAK,1.1584,1.1474,1.0475,1.1971,31,86
1824,93384,13.12.21,6,MIE-1,LAYAK,1.0051,1.0188,0.9459,1.0488,31,86
1825,93998,13.12.21,6,MIE-1,LAYAK,1.0115,1.0103,0.9372,1.0529,31,86
1826,94408,13.12.22,6,MIE-1,LAYAK,1.0059,1.0165,0.944,1.0406,31,85.8
1827,95023,13.12.22,6,MIE-1,LAYAK,1.0138,1.0289,0.9478,1.048,31,85.8
1828,95432,13.12.23,6,MIE-1,LAYAK,1.1478,1.1594,1.0631,1.2182,31,85.8
1829,96047,13.12.23,6,MIE-1,LAYAK,1.0091,1.0242,0.9478,1.048,31,85.8
1830,96456,13.12.24,6,MIE-1,LAYAK,1.1535,1.1603,1.0602,1.2061,31,85.8
1831,97071,13.12.24,6,MIE-1,LAYAK,1.0138,1.018,0.944,1.0529,31,85.5
1832,97685,13.12.25,6,MIE-1,LAYAK,1.0004,1.0088,0.9342,1.0488,31,85.5
1833,98095,13.12.25,6,MIE-1,LAYAK,1.176,1.18,1.0862,1.2387,31,85.5
1834,98714,13.12.26,6,MIE-1,LAYAK,1.0123,1.0234,0.9446,1.0423,31,85.5
1835,99121,13.12.27,6,MIE-1,LAYAK,1.0131,1.005,0.9329,1.052,30.9,85.4
1836,99733,13.12.27,6,MIE-1,LAYAK,1.0051,1.0289,0.9484,1.0553,30.9,85.4
1837,100143,13.12.27,6,MIE-1,LAYAK,1.0138,1.0134,0.9446,1.048,30.9,85.4
1838,100553,13.12.28,6,MIE-1,LAYAK,1.0138,1.0134,0.9446,1.048,30.9,85.4
1839,100962,13.12.28,6,MIE-1,LAYAK,1.1632,1.1547,1.0631,1.1951,30.9,85.4
1840,101576,13.12.29,6,MIE-1,LAYAK,1.0115,1.0203,0.9446,1.0553,31,85.3
1841,102191,13.12.29,6,MIE-1,LAYAK,1.0163,1.0242,0.9478,1.0512,31,85.3
1842,102600,13.12.30,6,MIE-1,LAYAK,0.9996,1.0227,0.944,1.0406,31,85.3
1843,103215,13.12.30,6,MIE-1,LAYAK,1.0131,1.0134,0.9446,1.0471,31,85.3
1844,103625,13.12.31,6,MIE-1,LAYAK,0.9988,1.0273,0.9478,1.0529,31,85.3
1845,104239,13.12.32,6,MIE-1,LAYAK,1.0099,1.0165,0.944,1.0537,31,85.5
1846,104648,13.12.32,6,MIE-1,LAYAK,1.0099,1.018,0.9422,1.0439,31,85.5
1847,105058,13.12.32,6,MIE-1,LAYAK,1.0099,1.018,0.9422,1.0439,31,85.5
1848,105468,13.12.33,6,MIE-1,LAYAK,1.1545,1.1547,1.0609,1.1922,31,85.5
1849,105877,13.12.33,6,MIE-1,LAYAK,1.0138,1.0157,0.9372,1.0553,31,85.5
1850,106492,13.12.34,6,MIE-1,LAYAK,1.0131,1.0165,0.9403,1.048,31,85.5
1851,106913,13.12.34,6,MIE-1,LAYAK,1.0131,1.0258,0.9478,1.0504,31,85.9
1852,107517,13.12.35,6,MIE-1,LAYAK,1.0123,1.0266,0.9478,1.0504,31,85.9
1853,107926,13.12.35,6,MIE-1,LAYAK,1.0123,1.0211,0.9471,1.0504,31,85.9
1854,108540,13.12.36,6,MIE-1,LAYAK,0.9988,1.0234,0.944,1.0529,31,85.9
1855,108950,13.12.36,6,MIE-1,LAYAK,1.1584,1.165,1.0688,1.2001,31,85.9
1856,109564,13.12.37,6,MIE-1,LAYAK,1.0138,1.005,0.9299,1.048,31,86.1
1857,110178,13.12.37,6,MIE-1,LAYAK,1.0123,1.0157,0.944,1.0398,31,86.1
1858,110588,13.12.38,6,MIE-1,LAYAK,1.0123,1.0157,0.944,1.0398,31,86.1
1859,110998,13.12.38,6,MIE-1,LAYAK,1.1652,1.2062,1.0731,1.2608,31,86.1
1860,111407,13.12.39,6,MIE-1,LAYAK,1.0027,1.0157,0.9459,1.0415,31,86.1
1861,112022,13.12.39,6,MIE-1,LAYAK,1.0012,1.0234,0.9446,1.0586,31,86
1862,112431,13.12.40,6,MIE-1,LAYAK,1.0227,1.0126,0.9287,1.0471,31,86
1863,113048,13.12.40,6,MIE-1,LAYAK,1.0035,1.0328,0.944,1.0578,31,86
1864,113660,13.12.41,6,MIE-1,LAYAK,1.0227,1.0281,0.9503,1.0455,31,86
1865,114070,13.12.41,6,MIE-1,LAYAK,1.0227,1.0281,0.9503,1.0455,31,85.8
1866,114479,13.12.42,6,MIE-1,LAYAK,1.1593,1.1687,1.0659,1.1951,31,85.8
